 -.3613401E+0  ,  0.4754699E-3
 -.3512807E+0  ,  0.5261517E-3
 -.3412213E+0  ,  0.5859383E-3
 -.3311620E+0  ,  0.6572705E-3
 -.3211026E+0  ,  0.7435018E-3
 -.3110432E+0  ,  0.8493555E-3
 -.3009839E+0  ,  0.9816783E-3
 -.2909245E+0  ,  0.1150741E-2
 -.2808651E+0  ,  0.1372594E-2
 -.2708057E+0  ,  0.1673613E-2
 -.2607464E+0  ,  0.2099921E-2
 -.2506870E+0  ,  0.2738871E-2
 -.2406276E+0  ,  0.3774257E-2
 -.2305682E+0  ,  0.5653287E-2
 -.2205089E+0  ,  0.9723800E-2
 -.2104495E+0  ,  0.2173449E-1
 -.2003901E+0  ,  0.8727604E-1
 -.1903307E+0  ,  0.1883489E+0
 -.1802714E+0  ,  0.3702513E-1
 -.1702120E+0  ,  0.1948291E-1
 -.1601526E+0  ,  0.2396828E-1
 -.1500933E+0  ,  0.8031249E-1
 -.1400339E+0  ,  0.1140266E+0
 -.1299745E+0  ,  0.3773686E-1
 -.1199151E+0  ,  0.8651741E-1
 -.1098558E+0  ,  0.5958656E-1
 -.9979639E-1  ,  0.1491436E+0
 -.8973702E-1  ,  0.7557591E-1
 -.7967765E-1  ,  0.2189101E-1
 -.6961828E-1  ,  0.1642373E-1
 -.5955890E-1  ,  0.2109851E-1
 -.4949953E-1  ,  0.3483685E-1
 -.3944016E-1  ,  0.3659734E-1
 -.2938079E-1  ,  0.4652632E-1
 -.1932141E-1  ,  0.2558864E-1
 -.9262040E-2  ,  0.5005755E-1
 0.7973330E-3  ,  0.1720320E-1
 0.1085671E-1  ,  0.1536174E-1
 0.2091608E-1  ,  0.3750694E-1
 0.3097545E-1  ,  0.8572956E-2
 0.4103482E-1  ,  0.5300456E-2
 0.5109420E-1  ,  0.5242784E-2
 0.6115357E-1  ,  0.1016853E-1
 0.7121294E-1  ,  0.1410148E-1
 0.8127232E-1  ,  0.7251784E-2
 0.9133169E-1  ,  0.1334125E-1
 0.1013911E+0  ,  0.8753798E-2
 0.1114504E+0  ,  0.5353823E-2
 0.1215098E+0  ,  0.5118725E-2
 0.1315692E+0  ,  0.2145876E-2
 0.1416286E+0  ,  0.3308365E-2
 0.1516879E+0  ,  0.4150644E-2
 0.1617473E+0  ,  0.1507596E-2
 0.1718067E+0  ,  0.1422071E-2
 0.1818660E+0  ,  0.1880964E-2
 0.1919254E+0  ,  0.2275137E-2
 0.2019848E+0  ,  0.2452220E-2
 0.2120442E+0  ,  0.2391310E-2
 0.2221035E+0  ,  0.1795499E-2
 0.2321629E+0  ,  0.1839555E-2
 0.2422223E+0  ,  0.8493267E-3
 0.2522817E+0  ,  0.1151202E-2
 0.2623410E+0  ,  0.5236667E-3
 0.2724004E+0  ,  0.4228886E-3
 0.2824598E+0  ,  0.8439502E-3
 0.2925191E+0  ,  0.4822782E-3
 0.3025785E+0  ,  0.4123226E-3
 0.3126379E+0  ,  0.4514914E-3
 0.3226973E+0  ,  0.5299793E-3
 0.3327566E+0  ,  0.5238346E-3
 0.3428160E+0  ,  0.6391633E-3
 0.3528754E+0  ,  0.3944287E-3
 0.3629348E+0  ,  0.2881016E-3
 0.3729941E+0  ,  0.2507256E-3
 0.3830535E+0  ,  0.2281184E-3
 0.3931129E+0  ,  0.1998307E-3
 0.4031722E+0  ,  0.1586672E-3
 0.4132316E+0  ,  0.1303914E-3
